respondent_id,constituency,age,gender,education,occupation,income_bracket,urban_rural,port_development,infrastructure,welfare_programs,corruption_concern,education_quality,leader_image,national_issues,law_and_order,environment_concern,transport_public,housing_affordability,women_safety,small_business_support,past_vote,vote_intention
550,Visakhapatnam (Vizag),79,Male,Secondary,Government Employee,High,Urban,3,3,4,4,2,4,4,3,4,4,4,4,3,JanaSena,JanaSena
551,Visakhapatnam (Vizag),78,Female,Graduate,Private Job,Low,Urban,3,4,3,5,3,4,4,4,2,3,3,4,4,BJP,BJP
552,Visakhapatnam (Vizag),39,Female,Graduate,Government Employee,Low,Rural,5,4,4,3,5,5,3,3,2,4,3,4,3,YSRCP,YSRCP
553,Visakhapatnam (Vizag),75,Female,Primary,Government Employee,Middle,Urban,4,4,3,4,3,3,5,4,3,4,4,4,4,YSRCP,BJP
554,Visakhapatnam (Vizag),75,Male,Primary,Private Job,High,Urban,5,3,4,2,5,4,2,4,3,3,3,4,4,BJP,YSRCP
555,Visakhapatnam (Vizag),39,Female,Graduate,Private Job,Middle,Rural,4,4,4,2,4,4,3,3,4,4,4,4,4,BJP,TDP
556,Visakhapatnam (Vizag),66,Male,Secondary,Fisherman,Low,Urban,4,3,5,2,3,5,3,3,4,3,4,4,4,YSRCP,YSRCP
557,Visakhapatnam (Vizag),69,Male,Secondary,Fisherman,Low,Urban,4,4,3,4,3,3,4,4,2,3,3,3,3,JanaSena,BJP
558,Visakhapatnam (Vizag),59,Male,Postgraduate,Fisherman,Low,Urban,2,3,4,3,3,4,2,3,3,4,3,5,5,JanaSena,JanaSena
559,Visakhapatnam (Vizag),23,Male,Graduate,Private Job,Low,Urban,4,4,4,2,4,4,3,3,3,4,3,4,4,YSRCP,YSRCP
560,Visakhapatnam (Vizag),32,Female,Graduate,Government Employee,Low,Urban,5,5,4,2,4,5,3,2,3,4,4,4,4,YSRCP,YSRCP
561,Visakhapatnam (Vizag),71,Female,Graduate,Private Job,Middle,Coastal,3,4,5,3,5,4,3,3,4,4,3,4,4,None,YSRCP
562,Visakhapatnam (Vizag),60,Male,Graduate,Self-Employed,High,Coastal,4,3,3,4,3,4,4,4,4,3,4,4,3,BJP,BJP
563,Visakhapatnam (Vizag),77,Female,Primary,Fisherman,Low,Urban,4,4,4,3,4,5,2,3,3,3,4,4,3,YSRCP,YSRCP
564,Visakhapatnam (Vizag),54,Female,Secondary,Student,Middle,Coastal,4,5,4,2,4,5,3,3,3,3,3,4,4,YSRCP,YSRCP
565,Visakhapatnam (Vizag),50,Female,Secondary,Government Employee,Middle,Urban,4,5,5,2,4,5,3,3,3,3,4,4,4,YSRCP,YSRCP
566,Visakhapatnam (Vizag),25,Female,Secondary,Private Job,Low,Urban,4,3,3,3,5,3,3,3,3,3,4,4,4,TDP,TDP
567,Visakhapatnam (Vizag),70,Female,Graduate,Fisherman,Middle,Coastal,4,3,4,2,4,4,3,4,3,4,3,3,5,YSRCP,YSRCP
568,Visakhapatnam (Vizag),77,Female,Secondary,Government Employee,Low,Urban,4,3,3,4,3,4,4,4,3,4,3,4,4,BJP,BJP
569,Visakhapatnam (Vizag),61,Female,Secondary,Private Job,Low,Coastal,5,3,4,3,3,5,3,4,3,5,3,4,4,YSRCP,YSRCP
570,Visakhapatnam (Vizag),61,Male,Secondary,Self-Employed,Middle,Urban,3,4,2,4,5,4,4,5,3,4,3,3,4,JanaSena,BJP
571,Visakhapatnam (Vizag),22,Male,Primary,Private Job,Low,Coastal,5,4,4,3,4,4,3,3,4,4,4,3,4,None,YSRCP
572,Visakhapatnam (Vizag),56,Female,Secondary,Self-Employed,High,Urban,4,4,3,3,4,3,3,3,3,4,5,4,4,TDP,TDP
573,Visakhapatnam (Vizag),21,Male,Secondary,Private Job,Low,Urban,4,5,4,2,4,4,4,3,4,4,4,4,3,JanaSena,YSRCP
574,Visakhapatnam (Vizag),23,Female,Secondary,Student,Middle,Urban,3,4,3,4,4,4,4,5,3,3,3,3,3,BJP,BJP
575,Visakhapatnam (Vizag),62,Male,Primary,Government Employee,Low,Rural,4,3,4,3,4,4,4,4,4,4,3,4,3,JanaSena,JanaSena
576,Visakhapatnam (Vizag),49,Male,Secondary,Student,Low,Rural,4,4,3,2,3,3,3,3,3,4,3,4,3,JanaSena,JanaSena
577,Visakhapatnam (Vizag),69,Male,Graduate,Private Job,Low,Coastal,4,4,4,3,4,3,3,2,4,4,4,4,4,YSRCP,TDP
578,Visakhapatnam (Vizag),47,Male,Secondary,Government Employee,Middle,Urban,4,4,3,2,4,4,2,4,3,4,4,3,3,TDP,TDP
579,Visakhapatnam (Vizag),64,Female,Secondary,Private Job,Middle,Urban,3,4,2,5,4,3,5,4,3,4,3,3,3,BJP,BJP
580,Visakhapatnam (Vizag),52,Female,Graduate,Student,Middle,Urban,4,4,3,4,4,3,5,4,3,3,3,3,4,BJP,BJP
581,Visakhapatnam (Vizag),72,Female,Secondary,Private Job,Middle,Rural,4,3,5,3,5,5,3,3,3,4,3,4,4,YSRCP,YSRCP
582,Visakhapatnam (Vizag),57,Female,Postgraduate,Self-Employed,Middle,Coastal,3,4,3,4,5,3,5,5,2,4,3,4,4,BJP,BJP
583,Visakhapatnam (Vizag),69,Male,Secondary,Fisherman,Middle,Urban,3,4,3,4,3,4,3,4,4,5,4,3,5,TDP,TDP
584,Visakhapatnam (Vizag),33,Male,Secondary,Self-Employed,Middle,Rural,5,4,5,3,4,5,2,3,3,4,3,4,4,None,YSRCP
585,Visakhapatnam (Vizag),30,Female,Graduate,Self-Employed,Middle,Urban,4,4,4,2,3,5,3,3,3,4,3,4,3,YSRCP,BJP
586,Visakhapatnam (Vizag),67,Female,Secondary,Self-Employed,Middle,Rural,5,5,5,3,4,5,3,3,3,3,3,4,4,JanaSena,YSRCP
587,Visakhapatnam (Vizag),77,Male,Graduate,Private Job,Middle,Coastal,4,4,3,4,4,5,4,4,4,4,4,3,4,TDP,TDP
588,Visakhapatnam (Vizag),59,Male,Secondary,Private Job,Low,Urban,5,4,4,2,3,4,4,4,3,4,3,5,4,YSRCP,YSRCP
589,Visakhapatnam (Vizag),47,Male,Postgraduate,Self-Employed,Middle,Urban,5,4,5,3,3,3,3,3,4,3,3,4,3,YSRCP,YSRCP
590,Visakhapatnam (Vizag),36,Female,Secondary,Private Job,Middle,Coastal,4,4,5,3,4,4,3,3,3,4,3,4,4,YSRCP,YSRCP
591,Visakhapatnam (Vizag),34,Female,Secondary,Private Job,Low,Coastal,3,4,4,3,4,4,3,4,4,5,4,3,3,TDP,TDP
592,Visakhapatnam (Vizag),73,Male,Graduate,Government Employee,Low,Rural,3,3,3,4,3,4,5,4,5,3,4,4,4,BJP,BJP
593,Visakhapatnam (Vizag),36,Female,Primary,Student,Low,Rural,4,4,4,3,3,4,2,3,3,4,4,4,3,YSRCP,YSRCP
594,Visakhapatnam (Vizag),45,Female,Secondary,Private Job,Middle,Urban,5,4,4,2,3,3,4,3,4,4,4,3,4,YSRCP,YSRCP
595,Visakhapatnam (Vizag),75,Male,Graduate,Government Employee,Middle,Rural,4,4,5,1,3,3,3,4,4,4,4,3,3,None,YSRCP
596,Visakhapatnam (Vizag),72,Female,Graduate,Self-Employed,Low,Coastal,4,3,4,4,3,5,3,3,5,3,3,4,3,YSRCP,JanaSena
597,Visakhapatnam (Vizag),43,Female,Secondary,Fisherman,Middle,Rural,5,4,4,3,4,4,3,4,3,4,4,4,4,TDP,TDP
598,Visakhapatnam (Vizag),54,Male,Graduate,Self-Employed,Middle,Urban,4,4,4,3,5,4,3,4,3,3,3,4,4,TDP,TDP
599,Visakhapatnam (Vizag),43,Male,Postgraduate,Fisherman,Low,Urban,4,3,5,2,5,4,3,3,3,4,4,5,3,YSRCP,YSRCP
600,Visakhapatnam (Vizag),70,Male,Postgraduate,Private Job,Middle,Urban,4,4,3,5,4,4,5,4,3,3,4,3,4,BJP,BJP
601,Visakhapatnam (Vizag),79,Male,Primary,Fisherman,High,Urban,4,4,3,4,4,4,3,4,3,5,4,3,4,TDP,JanaSena
602,Visakhapatnam (Vizag),40,Male,Graduate,Fisherman,Middle,Urban,4,4,5,2,4,4,4,3,2,3,3,4,3,YSRCP,BJP
603,Visakhapatnam (Vizag),26,Female,Secondary,Self-Employed,Middle,Urban,4,4,4,3,4,5,3,3,3,4,3,4,4,YSRCP,YSRCP
604,Visakhapatnam (Vizag),29,Male,Postgraduate,Private Job,High,Urban,4,4,3,4,3,4,3,3,4,4,4,4,4,TDP,TDP
605,Visakhapatnam (Vizag),70,Male,Secondary,Private Job,Middle,Urban,4,4,2,4,4,4,5,4,3,4,3,4,3,BJP,BJP
606,Visakhapatnam (Vizag),18,Female,Primary,Private Job,Low,Rural,4,3,3,4,2,4,3,3,4,3,3,5,4,JanaSena,JanaSena
607,Visakhapatnam (Vizag),75,Female,Graduate,Government Employee,Middle,Urban,4,4,4,4,5,3,4,3,3,5,5,3,3,TDP,TDP
608,Visakhapatnam (Vizag),75,Male,Secondary,Government Employee,Middle,Urban,4,5,3,4,4,3,4,5,3,3,3,3,4,BJP,BJP
609,Visakhapatnam (Vizag),18,Male,Postgraduate,Private Job,Middle,Urban,4,4,4,3,3,4,3,3,3,3,4,3,4,YSRCP,YSRCP
610,Visakhapatnam (Vizag),64,Male,Postgraduate,Private Job,Low,Urban,4,4,4,4,4,2,3,3,4,5,3,4,4,TDP,TDP
611,Visakhapatnam (Vizag),51,Female,Graduate,Self-Employed,Middle,Rural,4,4,3,3,3,3,5,5,3,3,3,3,5,BJP,BJP
612,Visakhapatnam (Vizag),49,Male,Primary,Private Job,Low,Urban,5,5,5,2,3,5,4,4,4,4,3,4,4,YSRCP,YSRCP
613,Visakhapatnam (Vizag),79,Female,Graduate,Private Job,High,Coastal,3,3,4,3,3,4,3,3,4,4,3,5,4,JanaSena,JanaSena
614,Visakhapatnam (Vizag),71,Female,Primary,Private Job,Low,Coastal,4,3,5,3,3,5,2,3,3,3,4,5,4,JanaSena,YSRCP
615,Visakhapatnam (Vizag),65,Male,Primary,Student,Low,Rural,4,4,4,2,3,5,3,3,4,4,4,3,4,YSRCP,YSRCP
616,Visakhapatnam (Vizag),42,Female,Graduate,Private Job,Low,Rural,4,4,3,4,4,4,3,4,4,4,4,4,4,TDP,TDP
617,Visakhapatnam (Vizag),57,Female,Secondary,Private Job,Low,Coastal,4,5,2,3,3,3,3,4,5,3,4,4,4,TDP,TDP
618,Visakhapatnam (Vizag),62,Male,Secondary,Private Job,Middle,Rural,3,4,3,4,4,3,5,4,3,4,4,4,3,BJP,BJP
619,Visakhapatnam (Vizag),70,Female,Postgraduate,Self-Employed,High,Urban,3,4,5,3,3,4,4,4,3,4,4,5,4,YSRCP,YSRCP
620,Visakhapatnam (Vizag),18,Male,Secondary,Private Job,Middle,Urban,3,4,3,4,4,4,5,5,4,4,3,3,4,BJP,BJP
621,Visakhapatnam (Vizag),33,Female,Secondary,Student,Low,Coastal,4,4,4,3,5,4,4,3,3,4,3,4,3,BJP,TDP
622,Visakhapatnam (Vizag),78,Female,Postgraduate,Private Job,Low,Urban,3,4,4,3,4,4,3,4,3,4,4,5,3,YSRCP,TDP
623,Visakhapatnam (Vizag),56,Female,Primary,Private Job,Middle,Urban,3,3,4,3,3,5,3,2,4,3,3,4,4,JanaSena,JanaSena
624,Visakhapatnam (Vizag),22,Female,Graduate,Student,High,Rural,4,4,3,4,3,4,4,4,4,4,3,3,4,BJP,BJP
625,Visakhapatnam (Vizag),39,Female,Postgraduate,Private Job,Middle,Coastal,4,3,5,2,5,4,3,4,2,3,4,3,3,JanaSena,YSRCP
626,Visakhapatnam (Vizag),46,Female,Postgraduate,Self-Employed,Middle,Urban,4,3,3,5,3,3,5,4,2,4,4,4,4,YSRCP,BJP
627,Visakhapatnam (Vizag),72,Female,Graduate,Self-Employed,Low,Rural,4,5,3,3,5,4,3,2,2,4,3,4,4,YSRCP,YSRCP
628,Visakhapatnam (Vizag),20,Female,Secondary,Self-Employed,Middle,Urban,4,3,4,2,3,4,3,4,4,4,3,4,4,YSRCP,YSRCP
629,Visakhapatnam (Vizag),29,Male,Secondary,Fisherman,Middle,Rural,4,4,4,4,4,4,4,3,4,4,4,3,4,TDP,TDP
630,Visakhapatnam (Vizag),43,Male,Graduate,Student,Low,Urban,4,4,3,3,4,5,3,4,4,3,3,4,3,JanaSena,BJP
631,Visakhapatnam (Vizag),33,Male,Postgraduate,Private Job,Low,Urban,4,5,4,3,3,4,3,3,3,3,4,4,3,None,YSRCP
632,Visakhapatnam (Vizag),68,Male,Secondary,Self-Employed,Middle,Coastal,4,4,3,4,3,3,4,4,4,3,3,4,3,BJP,BJP
633,Visakhapatnam (Vizag),54,Male,Secondary,Government Employee,Low,Urban,5,4,5,2,4,4,3,4,3,4,3,4,3,YSRCP,YSRCP
634,Visakhapatnam (Vizag),39,Female,Primary,Self-Employed,Low,Rural,3,4,3,4,4,3,4,4,3,4,4,4,4,BJP,BJP
635,Visakhapatnam (Vizag),74,Male,Primary,Private Job,Middle,Urban,4,5,3,3,4,4,4,3,4,4,4,4,4,YSRCP,TDP
636,Visakhapatnam (Vizag),46,Female,Graduate,Private Job,Low,Urban,4,4,3,4,4,4,5,4,3,4,4,4,3,BJP,BJP
637,Visakhapatnam (Vizag),31,Male,Secondary,Fisherman,Low,Rural,4,4,4,3,4,4,4,3,4,4,3,4,3,YSRCP,YSRCP
638,Visakhapatnam (Vizag),45,Female,Postgraduate,Student,Middle,Urban,3,4,3,4,4,3,5,4,3,4,3,4,4,BJP,BJP
639,Visakhapatnam (Vizag),22,Female,Graduate,Private Job,Middle,Urban,4,3,4,4,3,4,3,3,3,3,4,3,3,JanaSena,JanaSena
640,Visakhapatnam (Vizag),64,Male,Secondary,Private Job,Middle,Urban,5,3,4,3,4,3,4,5,3,3,3,3,3,BJP,BJP
641,Visakhapatnam (Vizag),66,Female,Graduate,Student,Middle,Rural,4,3,2,3,5,4,3,3,4,4,4,3,3,TDP,TDP
642,Visakhapatnam (Vizag),47,Male,Secondary,Government Employee,Middle,Coastal,3,3,3,3,3,5,4,4,3,4,3,4,3,BJP,JanaSena
643,Visakhapatnam (Vizag),63,Female,Graduate,Private Job,Middle,Coastal,4,4,4,4,3,3,3,4,3,3,3,4,3,YSRCP,YSRCP
644,Visakhapatnam (Vizag),79,Male,Graduate,Government Employee,Low,Urban,4,4,3,5,3,4,5,4,3,4,3,5,4,BJP,BJP
645,Visakhapatnam (Vizag),69,Female,Graduate,Private Job,Middle,Urban,3,4,4,3,4,4,3,4,3,3,3,5,4,JanaSena,JanaSena
646,Visakhapatnam (Vizag),22,Male,Graduate,Private Job,High,Urban,4,4,5,2,4,4,3,3,3,4,4,3,3,YSRCP,BJP
647,Visakhapatnam (Vizag),29,Female,Secondary,Fisherman,Low,Coastal,4,5,3,3,4,3,3,4,3,5,4,3,4,TDP,TDP
648,Visakhapatnam (Vizag),33,Female,Primary,Private Job,Low,Urban,4,4,4,2,5,4,3,3,4,4,3,4,3,YSRCP,YSRCP
649,Visakhapatnam (Vizag),43,Male,Graduate,Private Job,Middle,Coastal,4,4,4,3,3,3,3,4,4,5,4,3,4,TDP,TDP
650,Visakhapatnam (Vizag),43,Male,Primary,Student,Low,Urban,4,3,3,3,3,4,3,3,4,4,4,3,3,TDP,TDP
651,Visakhapatnam (Vizag),65,Male,Secondary,Fisherman,Low,Coastal,5,5,4,3,4,5,3,4,3,4,4,4,4,YSRCP,YSRCP
652,Visakhapatnam (Vizag),38,Male,Primary,Private Job,Middle,Coastal,4,3,3,4,4,4,4,4,4,4,4,3,4,YSRCP,YSRCP
653,Visakhapatnam (Vizag),56,Female,Graduate,Self-Employed,High,Coastal,4,4,5,2,4,5,4,2,3,4,4,4,4,YSRCP,YSRCP
654,Visakhapatnam (Vizag),53,Male,Secondary,Fisherman,Low,Urban,4,5,3,3,5,4,3,4,3,3,3,4,4,TDP,TDP
655,Visakhapatnam (Vizag),50,Male,Graduate,Private Job,Low,Urban,5,4,4,3,4,4,2,4,3,4,3,4,4,YSRCP,YSRCP
656,Visakhapatnam (Vizag),79,Male,Postgraduate,Student,Low,Urban,4,3,3,3,3,5,3,2,3,4,3,4,3,JanaSena,JanaSena
657,Visakhapatnam (Vizag),47,Female,Primary,Self-Employed,Middle,Urban,4,3,4,3,4,4,3,3,4,4,4,4,4,YSRCP,YSRCP
658,Visakhapatnam (Vizag),54,Male,Primary,Student,Middle,Urban,3,4,4,4,3,3,3,4,4,5,3,4,4,JanaSena,JanaSena
659,Visakhapatnam (Vizag),40,Male,Secondary,Student,Low,Rural,3,5,3,4,4,4,3,4,4,4,4,4,4,TDP,TDP
660,Visakhapatnam (Vizag),75,Male,Postgraduate,Self-Employed,Middle,Urban,5,4,5,3,5,3,4,3,5,4,4,4,3,YSRCP,YSRCP
661,Visakhapatnam (Vizag),27,Male,Secondary,Private Job,Low,Rural,4,4,4,4,4,4,5,5,3,4,3,4,4,BJP,BJP
662,Visakhapatnam (Vizag),71,Female,Secondary,Self-Employed,Middle,Rural,3,4,4,3,5,4,3,3,4,4,4,3,4,BJP,TDP
663,Visakhapatnam (Vizag),22,Male,Primary,Fisherman,Middle,Urban,4,4,4,3,4,3,4,3,4,5,3,4,4,TDP,TDP
664,Visakhapatnam (Vizag),53,Male,Graduate,Self-Employed,Middle,Coastal,4,4,5,3,3,4,3,3,4,4,3,4,4,BJP,YSRCP
665,Visakhapatnam (Vizag),51,Female,Secondary,Private Job,Middle,Urban,3,5,4,4,4,4,3,3,4,4,4,4,4,TDP,TDP
666,Visakhapatnam (Vizag),69,Female,Graduate,Government Employee,Low,Urban,4,4,3,3,4,4,4,4,3,3,3,4,5,JanaSena,YSRCP
667,Visakhapatnam (Vizag),48,Male,Postgraduate,Private Job,Middle,Urban,4,4,4,2,4,4,3,4,4,4,3,5,4,YSRCP,YSRCP
668,Visakhapatnam (Vizag),27,Female,Secondary,Student,Middle,Coastal,5,4,4,4,4,4,3,4,5,4,4,3,4,TDP,TDP
669,Visakhapatnam (Vizag),75,Female,Graduate,Fisherman,Low,Urban,4,4,4,4,4,3,2,4,3,4,4,4,4,YSRCP,YSRCP
670,Visakhapatnam (Vizag),36,Male,Primary,Self-Employed,Middle,Urban,3,4,5,3,3,4,3,4,3,4,5,5,4,YSRCP,YSRCP
671,Visakhapatnam (Vizag),75,Female,Postgraduate,Self-Employed,Low,Rural,4,4,4,3,4,4,2,4,3,4,4,4,3,YSRCP,YSRCP
672,Visakhapatnam (Vizag),49,Female,Graduate,Private Job,Middle,Urban,4,4,5,3,4,5,3,4,4,4,3,4,4,YSRCP,YSRCP
673,Visakhapatnam (Vizag),18,Male,Postgraduate,Self-Employed,Low,Rural,4,5,4,2,3,5,3,4,4,4,4,4,4,YSRCP,YSRCP
674,Visakhapatnam (Vizag),73,Male,Primary,Student,High,Coastal,3,4,4,3,4,3,4,4,3,4,3,4,4,JanaSena,JanaSena
675,Visakhapatnam (Vizag),22,Male,Secondary,Government Employee,Low,Coastal,5,5,4,2,4,4,4,3,3,4,3,3,4,JanaSena,YSRCP
676,Visakhapatnam (Vizag),62,Female,Secondary,Private Job,Middle,Urban,3,4,4,4,3,4,4,3,3,3,4,4,3,None,TDP
677,Visakhapatnam (Vizag),21,Female,Secondary,Private Job,Middle,Urban,4,4,5,3,4,4,3,4,4,4,4,3,4,YSRCP,YSRCP
678,Visakhapatnam (Vizag),33,Female,Secondary,Private Job,Middle,Urban,5,3,4,3,3,4,3,3,3,4,5,3,4,YSRCP,JanaSena
679,Visakhapatnam (Vizag),41,Male,Secondary,Private Job,Low,Urban,5,5,3,2,4,4,3,3,3,4,3,4,3,YSRCP,YSRCP
680,Visakhapatnam (Vizag),33,Female,Primary,Self-Employed,Middle,Urban,4,3,4,2,3,4,3,3,3,3,3,4,4,JanaSena,JanaSena
681,Visakhapatnam (Vizag),72,Female,Secondary,Fisherman,Middle,Urban,5,5,3,3,4,3,3,3,4,4,4,3,4,TDP,TDP
682,Visakhapatnam (Vizag),19,Male,Graduate,Self-Employed,Low,Coastal,5,3,5,2,4,5,3,3,4,4,4,3,4,JanaSena,YSRCP
683,Visakhapatnam (Vizag),66,Male,Secondary,Private Job,Low,Coastal,4,4,4,3,3,4,3,4,4,4,3,4,4,JanaSena,JanaSena
684,Visakhapatnam (Vizag),45,Female,Primary,Private Job,Middle,Urban,4,3,3,4,3,3,3,4,3,4,3,4,4,BJP,TDP
685,Visakhapatnam (Vizag),49,Male,Secondary,Student,Middle,Urban,4,4,4,3,3,4,4,4,4,4,3,4,3,TDP,YSRCP
686,Visakhapatnam (Vizag),44,Female,Primary,Self-Employed,Low,Urban,3,4,3,4,3,4,5,4,3,3,4,4,4,BJP,BJP
687,Visakhapatnam (Vizag),37,Male,Postgraduate,Private Job,Low,Urban,3,3,4,3,4,5,4,3,4,3,4,4,4,JanaSena,JanaSena
688,Visakhapatnam (Vizag),41,Male,Primary,Private Job,Low,Rural,4,4,4,3,4,4,3,3,3,4,4,3,5,YSRCP,TDP
689,Visakhapatnam (Vizag),29,Male,Graduate,Private Job,Middle,Rural,4,4,5,3,4,4,3,3,3,4,4,4,3,YSRCP,YSRCP
690,Visakhapatnam (Vizag),67,Male,Postgraduate,Fisherman,Middle,Coastal,3,4,4,4,4,3,5,5,4,3,4,4,4,None,BJP
691,Visakhapatnam (Vizag),52,Female,Graduate,Private Job,Middle,Rural,4,3,3,4,4,3,4,4,4,4,4,4,3,TDP,BJP
692,Visakhapatnam (Vizag),77,Male,Graduate,Private Job,High,Rural,4,3,3,3,3,4,3,3,3,3,3,4,3,JanaSena,JanaSena
693,Visakhapatnam (Vizag),50,Female,Graduate,Private Job,Middle,Rural,3,4,3,3,4,4,4,4,3,4,3,4,3,BJP,BJP
694,Visakhapatnam (Vizag),50,Female,Postgraduate,Student,Low,Urban,4,4,3,2,4,4,3,4,3,4,3,5,4,TDP,YSRCP
695,Visakhapatnam (Vizag),78,Female,Graduate,Private Job,Low,Rural,4,4,4,4,3,4,4,4,4,3,4,4,3,JanaSena,JanaSena
696,Visakhapatnam (Vizag),68,Male,Graduate,Private Job,Low,Urban,4,4,4,3,3,5,2,3,3,4,3,4,4,JanaSena,YSRCP
697,Visakhapatnam (Vizag),60,Female,Graduate,Private Job,High,Urban,4,3,3,3,4,4,3,3,4,4,3,3,3,TDP,YSRCP
698,Visakhapatnam (Vizag),54,Female,Secondary,Student,Middle,Urban,3,5,3,3,4,4,3,3,3,4,4,3,4,TDP,TDP
699,Visakhapatnam (Vizag),29,Male,Graduate,Self-Employed,Low,Urban,5,4,4,3,4,4,4,3,4,4,5,4,5,YSRCP,TDP
700,Visakhapatnam (Vizag),20,Male,Secondary,Private Job,Low,Coastal,4,5,3,3,3,3,4,3,3,4,4,5,3,TDP,YSRCP
701,Visakhapatnam (Vizag),18,Female,Secondary,Student,Middle,Urban,3,4,3,3,3,4,3,4,3,3,4,4,4,BJP,BJP
702,Visakhapatnam (Vizag),50,Female,Primary,Private Job,Middle,Urban,5,4,3,4,3,4,3,3,4,4,3,4,4,TDP,TDP
703,Visakhapatnam (Vizag),57,Male,Primary,Private Job,Low,Urban,4,5,3,4,4,3,3,3,3,3,4,3,3,YSRCP,TDP
704,Visakhapatnam (Vizag),27,Female,Secondary,Private Job,High,Rural,3,4,4,4,3,3,3,4,2,3,3,3,4,BJP,BJP
705,Visakhapatnam (Vizag),60,Female,Primary,Private Job,Middle,Urban,4,4,3,3,4,4,3,3,4,4,4,4,5,TDP,TDP
706,Visakhapatnam (Vizag),61,Female,Graduate,Student,Low,Coastal,4,4,4,2,4,5,3,4,3,4,3,4,4,JanaSena,YSRCP
707,Visakhapatnam (Vizag),46,Female,Secondary,Self-Employed,Middle,Coastal,4,4,4,3,5,4,2,3,2,2,3,4,3,TDP,YSRCP
708,Visakhapatnam (Vizag),30,Female,Graduate,Fisherman,Low,Rural,2,4,3,3,4,4,3,3,4,4,2,4,4,TDP,JanaSena
709,Visakhapatnam (Vizag),29,Male,Primary,Government Employee,High,Rural,5,5,4,3,3,4,3,4,3,4,3,5,4,YSRCP,YSRCP
710,Visakhapatnam (Vizag),48,Male,Secondary,Government Employee,High,Urban,3,5,4,4,3,4,3,3,4,3,3,3,3,JanaSena,TDP
711,Visakhapatnam (Vizag),63,Male,Graduate,Fisherman,Middle,Urban,4,5,3,3,4,4,3,4,4,3,4,3,4,TDP,TDP
712,Visakhapatnam (Vizag),19,Female,Graduate,Private Job,Middle,Coastal,4,5,3,4,4,4,4,3,4,4,4,3,4,TDP,TDP
713,Visakhapatnam (Vizag),78,Female,Primary,Private Job,Low,Urban,4,4,4,2,4,4,3,4,4,4,3,4,4,None,YSRCP
714,Visakhapatnam (Vizag),68,Male,Postgraduate,Fisherman,High,Urban,4,4,4,4,4,4,4,3,4,4,4,4,3,TDP,TDP
715,Visakhapatnam (Vizag),67,Female,Postgraduate,Private Job,Middle,Rural,3,4,4,2,4,5,3,3,3,3,3,4,4,TDP,TDP
716,Visakhapatnam (Vizag),52,Female,Secondary,Private Job,Middle,Urban,5,3,3,4,4,5,3,4,4,4,4,4,3,JanaSena,JanaSena
717,Visakhapatnam (Vizag),40,Female,Secondary,Private Job,High,Coastal,5,4,3,3,3,4,4,3,4,4,3,4,4,YSRCP,YSRCP
718,Visakhapatnam (Vizag),34,Male,Postgraduate,Student,High,Urban,3,5,3,3,4,5,2,4,4,4,5,3,4,TDP,TDP
719,Visakhapatnam (Vizag),43,Female,Graduate,Government Employee,Middle,Coastal,4,3,4,3,5,3,2,4,4,5,5,4,3,TDP,TDP
720,Visakhapatnam (Vizag),25,Male,Secondary,Self-Employed,Low,Rural,3,4,4,3,5,4,4,3,3,3,4,4,5,TDP,TDP
721,Visakhapatnam (Vizag),46,Male,Graduate,Private Job,High,Coastal,4,4,3,4,3,3,5,5,3,4,3,4,3,TDP,BJP
722,Visakhapatnam (Vizag),43,Male,Secondary,Student,Middle,Urban,4,4,4,3,4,4,3,3,3,3,4,3,4,YSRCP,YSRCP
723,Visakhapatnam (Vizag),27,Male,Secondary,Self-Employed,High,Rural,4,4,4,3,3,4,2,4,3,4,4,4,4,YSRCP,YSRCP
724,Visakhapatnam (Vizag),43,Male,Secondary,Government Employee,Middle,Coastal,4,4,3,4,4,3,4,4,3,3,3,4,3,BJP,BJP
725,Visakhapatnam (Vizag),79,Female,Graduate,Private Job,Low,Urban,4,4,4,4,5,4,3,2,4,4,4,4,3,TDP,TDP
726,Visakhapatnam (Vizag),51,Male,Graduate,Student,Low,Urban,3,4,4,4,4,3,3,3,4,5,4,4,5,TDP,TDP
727,Visakhapatnam (Vizag),68,Female,Graduate,Private Job,Middle,Rural,4,5,4,3,4,4,2,3,4,4,3,4,3,TDP,TDP
728,Visakhapatnam (Vizag),58,Male,Secondary,Private Job,Middle,Rural,4,4,5,2,4,4,3,4,4,3,3,3,4,TDP,YSRCP
729,Visakhapatnam (Vizag),24,Female,Secondary,Private Job,Low,Urban,5,4,4,2,4,4,3,3,3,3,2,4,3,TDP,JanaSena
730,Visakhapatnam (Vizag),21,Female,Secondary,Government Employee,Middle,Coastal,4,4,4,3,4,4,3,3,3,4,3,4,3,YSRCP,YSRCP
731,Visakhapatnam (Vizag),75,Male,Graduate,Fisherman,Low,Urban,4,5,4,4,4,5,3,4,3,5,4,4,4,TDP,TDP
732,Visakhapatnam (Vizag),70,Male,Secondary,Self-Employed,Middle,Urban,4,4,3,3,4,5,3,3,4,4,4,4,5,JanaSena,JanaSena
733,Visakhapatnam (Vizag),67,Male,Primary,Government Employee,Middle,Coastal,5,4,4,3,3,4,4,3,3,4,4,3,4,TDP,YSRCP
734,Visakhapatnam (Vizag),62,Female,Postgraduate,Private Job,Low,Rural,4,4,4,3,4,5,2,3,4,4,5,4,3,YSRCP,TDP
